"Feature","Gain","Cover","Frequency"
"del",0.000771662686970763,0.0014838196332173,0.0010804829288917
"en_los",0.00076225224229919,0.00119352596788146,0.00100218706447925
"mucha",0.000758738321922819,0.000858306889831321,0.000699443055417813
"por_su",0.000756260996138017,0.00206930177725885,0.000673344433946999
"un_poco",0.000753631663785652,0.00317356453794691,0.000746420574065278
"los_profesor",0.000748388556393714,0.00104922907691406,0.000767299471241929
"tienen",0.000742710493685753,0.00152393616314448,0.00101262651306758
"campus_2",0.000739102185442217,0.000820156948859354,0.00124229438201074
"lo",0.00071478053792669,0.000882888071283615,0.00111180127465667
"horario",0.000691168895696873,0.00084237040912249,0.000856034784242696
"pensión",0.00067570008672986,0.0010214526202773,0.000725541676888627
"alumno_es",0.000667233663314214,0.00176648480014796,0.000605488018122883
"servicio",0.000654773789038082,0.000560590063599428,0.00103350541024423
"sistema",0.000654729698265918,0.00168740288287001,0.000892572854301836
"no_me",0.000647726799020481,0.00135595877063971,0.000626366915299534
"pesimo",0.000647610646541085,0.00193336199462802,0.00069422333112365
"una",0.000643514379714917,0.000614063106697784,0.00113789989612749
"vece",0.000631889236816508,0.00195286720700952,0.000558510499475418
"estudio",0.00063001826535472,0.00212593503874403,0.000730761401182789
"clase",0.000629483586980085,0.00113212894675951,0.000970868718714277
"flexibilidad",0.00062118542376394,0.00172214501802401,0.00060026829382872
"calidad",0.00061948861510043,0.00125623510913851,0.00082471643847772
"faltan",0.000606852089637258,0.00173646991159055,0.000579389396652069
"para_el",0.000603817145033535,0.00122315132844722,0.000751640298359441
"ingreso",0.000603808462041192,0.0015096003361821,0.000678564158241162
"o",0.000601589478472956,0.00169053936459055,0.000892572854301836
"universidad",0.000599389985981222,0.00050057163795174,0.00119531686336328
"todo",0.000591193749043882,0.000834630916920986,0.00107526320459753
"ampliar",0.00057924475328597,0.00316665295070126,0.00060026829382872
"matrícula",0.000568861840816913,0.00100980318824485,0.000746420574065278
"la_universidad",0.000563579095970219,0.000751149381155547,0.00097608844300844
"mejoren",0.000561378180565445,0.000904766812154519,0.000605488018122883
"para_la",0.00055426896129668,0.0015912467887438,0.000662904985358673
"blend",0.000553754477153927,0.000970103975908356,0.000746420574065278
"malo",0.000548727679889087,0.00154402101045331,0.000615927466711208
"calidad_de",0.000546509021530214,0.00142093622568791,0.000595048569534557
"cada_vez",0.000546006383602411,0.000821547418759819,0.000495873807945464
"nivel_ac",0.000543027969761458,0.00061299217827759,0.000668124709652836
"dar",0.00053767878747397,0.00070509078404237,0.000568949948063743
"campus_4",0.000535187513820915,0.000237718852653231,0.00124229438201074
"profesor_no",0.000529132788354569,0.00118845451716653,0.000678564158241162
"es_muy",0.000520021841974616,0.00120499043935501,0.000735981125476952
"por_que",0.000518638039022263,0.001330536258511,0.000662904985358673
"tengo",0.000513656395075495,0.000737517307117708,0.000568949948063743
"bueno_profesor",0.000511802000501799,0.00112308743289475,0.000631586639593697
"ser",0.000511769681722628,0.000849990127769182,0.000746420574065278
"enseñanza",0.000510121079243466,0.000420353845838535,0.000704662779711976
"estudiar",0.000506916316755754,0.00115173491153958,0.000615927466711208
"bueno",0.000499469009637452,0.00104674235320395,0.000756860022653603
"campus_3",0.00049811291198369,0.000102924095770846,0.00140932555942395
"tutoria",0.000496515749227022,0.00142689503513679,0.000516752705122115
"mi",0.000495735866898782,0.00132690077835578,0.000631586639593697
"es_buena",0.000495212219274176,0.00100543027888188,0.000537631602298767
"pued",0.000494910584171483,0.00105532605714412,0.000605488018122883
"excelent",0.000488691772514102,0.0012993886604656,0.000495873807945464
"método_de",0.000488518458385304,0.00168528467643551,0.00050631325653379
"mejorar_la",0.000485987619546241,0.000996196198049959,0.000626366915299534
"sede",0.00048348074170337,0.000722137004428662,0.000647245812476185
"nivel",0.000480251048451004,0.00151587217954374,0.000584609120946232
"tener",0.000476019661529054,0.00086500585861629,0.000662904985358673
"por_la",0.000471985369060224,0.00100525154787264,0.00056373022376958
"porqu_tien",0.000470018660063583,0.00174957272302689,0.000396699046356371
"alguno_profesor",0.000468902185067594,0.0011247756084714,0.000516752705122115
"me_parec",0.000468784971018894,0.00134081623292581,0.000542851326592929
"campus_1",0.000466299521836239,0.000101854954620704,0.00122141548483409
"su",0.000463313846939378,0.00040480312212343,0.000699443055417813
"estoy",0.000461717899078951,0.000773495661966535,0.000542851326592929
"ind_delegado",0.000459349975481893,0.000448238637519186,0.00107526320459753
"mi_carrera",0.0004589873309073,0.00220465011425219,0.000464555462180488
"como",0.000455848023396059,0.000777111594176531,0.000767299471241929
"bajar",0.000455080507813072,0.00211496313786975,0.000438456840709674
"cada",0.000453489383403233,0.000870152117633111,0.000756860022653603
"ciclo",0.000450432152680371,0.000900040321185039,0.000642026088182022
"bien",0.000448976979456909,0.000783138335642319,0.000662904985358673
"en_todo",0.000448644740492889,0.00115650322313113,0.000595048569534557
"mensualidad",0.000445459887068489,0.00118275538135254,0.000516752705122115
"sus",0.000443380261083806,0.000938775599932052,0.000678564158241162
"biblioteca",0.00044256562920731,0.00159516390812028,0.000574169672357906
"buen",0.000423597394630809,0.00129451969918714,0.000537631602298767
"aula",0.000422779216702666,0.000580583420229612,0.000595048569534557
"carrera_de",0.000422566334458046,0.00133252860859686,0.000454116013592162
"alguna",0.000414659478187688,0.00164021399861036,0.000532411878004604
"forma",0.000412319451303743,0.00115053828797584,0.00050631325653379
"que_la",0.000411687632013308,0.00162062022866467,0.000558510499475418
"sobr",0.000410588446826838,0.00123731173136786,0.000527192153710441
"rapidez",0.000408695363081546,0.00112957849690117,0.000438456840709674
"lo_que",0.000405148160017171,0.000608025525756404,0.000521972429416278
"dinero",0.000401964701184275,0.00107888619897384,0.000464555462180488
"demasiada",0.000399749638683888,0.000701012462360135,0.000480214635062976
"aunqu",0.000389493136949944,0.00112051031099254,0.000438456840709674
"muy_buena",0.000387239705604302,0.000888771271192549,0.000553290775181255
"sin",0.000386181879626664,0.00077423242607272,0.000537631602298767
"esta",0.000382159838663733,0.000948393783925768,0.000589828845240394
"deficient",0.000380863262136315,0.000989048533172947,0.000381039873473883
"en_la_matricula",0.000377983208990425,0.00058371444996263,0.000407138494944697
"y_no",0.000373635988938813,0.000469763790951648,0.000558510499475418
"metodología",0.000371402718620494,0.000802523027981496,0.000537631602298767
"la_calidad",0.000369011185604936,0.000982582694281542,0.000396699046356371
"bajo",0.000368487112180683,0.00119958990280871,0.000454116013592162
"tema",0.000367888210328097,0.00143297606703035,0.000490654083651302
"si",0.000367634012821857,0.000437735904913098,0.000516752705122115
"matricula",0.000360899117343233,0.000373731096363231,0.000396699046356371
"las_clase",0.00035983219819928,0.000715676661568931,0.000422797667827185
"filtro",0.000359718793885495,0.000821687574922714,0.00041235821923886
"que_me",0.000357184280082965,0.000946201711003133,0.000428017392121348
"al_alumno",0.000355548945755189,0.000438972685605126,0.000511532980827953
"cualquier",0.00035466130974793,0.00172474438579358,0.000401918770650534
"nos",0.000353603947657522,0.000577373674450982,0.00056373022376958
"cuando",0.000353156363866189,0.00086456096607655,0.000464555462180488
"enseñan",0.000352438585783712,0.000488354131103049,0.000454116013592162
"subir",0.000352039305837196,0.00181714989018988,0.000365380700591395
"virtual",0.000351782095505472,0.00122741621534054,0.000542851326592929
"facilidad",0.000348131246361424,0.000343968146555819,0.000208788971766511
"necesita",0.000345666946530044,0.00138682739047942,0.000448896289297999
"la_flexibilidad",0.00034236609102337,0.000544467984474839,0.000260986214708139
"suben_la",0.000341611771323022,0.000581109909703138,0.000297524284767279
"espacio",0.000340900184914311,0.000767211102030064,0.000516752705122115
"atención",0.000340457568134456,0.000263333315566131,0.00056373022376958
"debería",0.000335289838022689,0.000968541961681778,0.000401918770650534
"he",0.000335015575196387,0.000583931828847948,0.000401918770650534
"nunca",0.000332620954156783,0.00115769817205949,0.000381039873473883
"verdad",0.000330001582195702,0.000438198932677417,0.000370600424885558
"de_los",0.000327500879424317,0.000389505526350526,0.000589828845240394
"no_tien",0.000326361532346371,0.00153506077450686,0.00037582014917972
"son_muy",0.000325668647917569,0.00159122872933436,0.000433237116415511
"horario_flexibl",0.000325157827995632,0.000928502573178129,0.000354941252003069
"curricular",0.000320369581076609,0.00111727175250222,0.000428017392121348
"lugar",0.000320196783571695,0.00102586537410727,0.000448896289297999
"los_alumno",0.000319391772228049,0.00048257526161455,0.000490654083651302
"reclamo",0.000318746974837822,0.00120085742571202,0.000360160976297232
"calidad_de_profesor",0.000318082687347698,0.00104982816682386,0.000349721527708906
"y_la",0.000317808690157872,0.000608877761452379,0.000401918770650534
"exigencia",0.000316314641231318,0.000176232956779527,0.00013049310735407
"pension",0.000315831643800535,0.00042615746291984,0.000448896289297999
"el_sistema",0.000311546281890303,0.000446826792189217,0.000433237116415511
"por_el",0.000310791073479682,0.000505508301973781,0.000396699046356371
"debe",0.000310210756414441,0.00108557778200654,0.000381039873473883
"creo",0.000309296598753481,0.000954500591399239,0.000443676565003837
"la_pensión",0.000306616237829199,0.000471571426377304,0.000474994910768813
"que_tien",0.0003062899522474,0.000836451537712684,0.000328842630532255
"sube",0.000304825689764042,0.000945876055306222,0.000354941252003069
"respecto",0.000304343776364471,0.000953656484026063,0.000370600424885558
"debido_a",0.000303858099130405,0.0015660128031838,0.000339282079120581
"parec",0.000302651314568458,0.000587613393290993,0.000401918770650534
"también",0.000296297222652125,0.000461319355937056,0.000391479322062209
"solo",0.000296017018162858,0.000502725143949016,0.000417577943533023
"X3",0.000293156236357413,0.000916114780047159,0.000354941252003069
"curso_blend",0.000290920186622132,0.000379192061752113,0.000360160976297232
"campus",0.000290586844094807,0.000764098185847723,0.000433237116415511
"etc",0.000288907059604339,0.000454508946298883,0.000354941252003069
"en_el_campus",0.000285873777181808,0.000668042143417619,0.000386259597768046
"caro",0.000282143664847506,0.000482655700778944,0.000255766490413976
"todo_los_profesor",0.000281556364082091,0.00140715717778266,0.000328842630532255
"no_tienen",0.000280610782211861,0.000276939764348672,0.000307963733355604
"ipad",0.000278806090957511,0.00136251179685204,0.000328842630532255
"peor",0.000278804340881898,0.000665871636115159,0.00031840318194393
"al_alumno_es",0.000278659960620398,0.000509524186103992,0.00028186511188479
"los_curso",0.000277074020028279,0.00026059111007576,0.000438456840709674
"a_la",0.00027692982922809,0.000915256688567544,0.000433237116415511
"para_los",0.000274202297320437,0.000626948488763414,0.000401918770650534
"no_son",0.000272630544841327,0.000618206039067198,0.000334062354826418
"eso",0.000272619144934722,0.000551267542799465,0.000344501803414744
"siempr",0.000272257940852054,0.00084624849371326,0.000381039873473883
"en_la_calidad",0.000271857956773554,0.000801087562798009,0.000354941252003069
"de_que",0.000271139371038994,0.00113469581586124,0.000323622906238093
"la_mejor",0.00027090326122831,0.000817416655807999,0.000344501803414744
"depend",0.000268064925705174,0.000956583771066191,0.000313183457649767
"con_la",0.000265652594916032,0.000419591469881795,0.000344501803414744
"a_vece",0.000265630771707518,0.00129660773128401,0.00028186511188479
"pago",0.000263953149419845,0.000580234303882266,0.000339282079120581
"atención_al",0.000263205984325492,0.000447829680658207,0.000334062354826418
"se_necesita",0.000262935217743997,0.000458021432279219,0.000339282079120581
"más_en",0.000262721966342803,0.000951719970178565,0.000307963733355604
"profesion",0.000260388135039043,0.000902133467800675,0.000297524284767279
"que_no",0.000260243223504589,0.00031047258695697,0.00041235821923886
"cobran",0.000258547189288602,0.000623692185613983,0.000302744009061441
"con_los",0.000258505776366512,0.000655628124081054,0.000370600424885558
"el_servicio",0.000257934629619356,0.000572600745447732,0.00031840318194393
"esto",0.00025692351073786,0.000507783816200979,0.000349721527708906
"método",0.000255521540008366,0.000802665266057658,0.000287084836178953
"baño",0.000255199190143488,0.000764469800141233,0.000328842630532255
"encuesta",0.000253397354481266,0.0004276490709099,0.00031840318194393
"el_nivel",0.000253218435618124,0.000828092652029057,0.000339282079120581
"part",0.000246869232584894,0.000874429797525706,0.00031840318194393
"la_matrícula",0.000246246184181224,0.000388569014600084,0.000271425663296465
"no_se",0.000246069746870612,0.000307377481761107,0.000354941252003069
"cara",0.000245685141386243,0.000630294052703789,0.000344501803414744
"de_los_alumno",0.000244823838547979,0.00108666135989081,0.000287084836178953
"mejorar_en",0.000243776929057622,0.000810672372724534,0.000240107317531488
"que_el",0.000239589268634284,0.000701451160428863,0.000334062354826418
"espacio_en",0.000238052232498871,0.00111679017709987,0.00031840318194393
"era",0.000235472136648808,0.000354914087578481,0.000260986214708139
"me_gusta",0.000235354279994219,0.000485979002226595,0.000292304560473116
"con_las",0.000231371959497441,0.000354679750909872,0.000292304560473116
"educativa",0.000231080091418302,0.000564664340618072,0.000328842630532255
"trámite",0.000230431420813855,0.000684257858414954,0.00028186511188479
"tener_un",0.000230280884036358,0.000362785975118944,0.000292304560473116
"área",0.000229127240442283,0.00101372214999009,0.000292304560473116
"poco_espacio",0.000224790820661993,0.000706830878538845,0.000214008696060674
"atencion",0.000224704618695382,0.00042989294202263,0.000307963733355604
"infraestructura",0.000222836379773531,0.000199522796057675,0.000365380700591395
"trabajo",0.000221897399751038,0.000512880688227613,0.000344501803414744
"epe",0.000219894971437679,0.000618909188778301,0.000344501803414744
"experiencia",0.000218797511911705,0.000746967019256857,0.000271425663296465
"deberia",0.000218079813910813,0.000755997800709885,0.000271425663296465
"ineficient",0.000217133375558265,0.000752076883787123,0.000240107317531488
"ambient",0.000215782167764211,0.000609357647857117,0.000276645387590627
"la_carrera",0.000214960309989576,0.000552033008027204,0.000292304560473116
"trabajar",0.00021387696337805,0.000573208137941986,0.00028186511188479
"de_una",0.00021296265824978,0.00119513409660006,0.000276645387590627
"una_buena",0.000212858265067516,0.000560573913582468,0.000349721527708906
"buena_la",0.000211884935904692,0.00109432439013258,0.000271425663296465
"gran",0.000211768104685032,0.000783992902283832,0.000271425663296465
"de_estudio",0.000211285060377224,0.000770143165859065,0.000302744009061441
"se_pued",0.000210607263514355,0.000617563494549387,0.000276645387590627
"cantidad",0.000210523792134471,0.000551210742464135,0.000302744009061441
"pue",0.000209065537723196,0.001255100331142,0.000260986214708139
"y_que",0.000206070133890364,0.00112450359611875,0.000266205939002302
"muy_poco",0.00020589735298773,0.00035200703560722,0.000255766490413976
"docent",0.000205435068365923,0.000423239315477213,0.000328842630532255
"quiero",0.000203624908125281,0.000393919071582599,0.00028186511188479
"brinda",0.000203225854751055,0.00107507149897148,0.000271425663296465
"los_curso_blend",0.000203079428502719,0.000445500207204846,0.000250546766119814
"convenio",0.000202870230987614,0.000906419975238799,0.000255766490413976
"organización",0.000201617656361333,0.000599158359288787,0.00028186511188479
"en_los_curso",0.00020125621203391,0.000284748727501217,0.00028186511188479
"muy_caro",0.000200042927191113,0.00025910143689497,0.000198349523178186
"cambio_de",0.00019913153136823,0.000372642194010592,0.000229667868943162
"sino",0.000196515450564971,0.000111210837040596,0.000198349523178186
"por_los",0.000195151371121037,0.000736800226309832,0.000245327041825651
"trabajo_en",0.000194340593903272,0.000625157838452797,0.000245327041825651
"nada",0.000194202689507505,0.000536133854479091,0.000266205939002302
"clase_no",0.000193415895747839,0.000779667404974594,0.000229667868943162
"wifi",0.000192765097121762,0.000700826491571063,0.000271425663296465
"los_estudiant",0.000192468511065341,0.000802198873441714,0.000255766490413976
"fine",0.000192120273363209,0.000481027122254459,0.000250546766119814
"de_curso",0.000192002533901183,0.000492033429448176,0.000287084836178953
"los_espacio",0.000191124359240209,0.000566964696358321,0.000224448144649
"tiu",0.000190999316728274,0.00114584166033654,0.000234887593237325
"ant",0.000190947966853412,0.000549151292674047,0.000208788971766511
"tecnología",0.000190774990629839,0.000387218173385076,0.000224448144649
"vez",0.000190386444545526,0.000351242625524251,0.000240107317531488
"de_matrícula",0.000190250141781458,0.000216541691397622,0.000250546766119814
"estudiant",0.000189815382762979,0.000515052851451052,0.000287084836178953
"tiempo",0.000187516512930694,0.000205284815436047,0.000292304560473116
"que_nos",0.000183512196366372,0.000388640239396364,0.000255766490413976
"comida",0.000181232682839141,0.00081890445693809,0.000240107317531488
"centro",0.000180102771715758,0.000526654098219818,0.000224448144649
"le",0.000180081028588829,0.000511219050821486,0.000234887593237325
"aumento",0.000179306487311666,0.000655390319588022,0.000203569247472349
"de_atención",0.000179262511778856,0.000552443179845344,0.000224448144649
"que_debería",0.000175544586494544,0.000351460549651843,0.000250546766119814
"siento",0.00017512721006303,0.000223404278214532,0.000224448144649
"salon",0.000174088464987923,0.000216820381401333,0.000276645387590627
"educación",0.000173410381003273,0.000853132723967491,0.000234887593237325
"tan",0.000173235818773675,0.000695781106030728,0.000245327041825651
"nivel_de",0.000172459017633248,0.000868211158111301,0.000208788971766511
"materi",0.000170477258181653,0.00106388431479103,0.000198349523178186
"he_tenido",0.000166977439000473,0.000232030008287159,0.000172250901707372
"ni",0.000165263801484859,0.000307961722262191,0.000214008696060674
"trato",0.000163665577158887,0.000193734491545067,0.000193129798884023
"necesitan",0.000162405884060984,0.000751214201531205,0.000203569247472349
"precio_de",0.000162312784335413,0.000599984864406483,0.000214008696060674
"la_mensualidad",0.000162093713346841,0.000387131168507926,0.000193129798884023
"persona",0.000161885181876138,0.000288002415681237,0.000260986214708139
"a_su",0.000161788552701199,0.000266018996301798,0.000193129798884023
"atención_en",0.000161640106834354,0.000847203512104117,0.000219228420354837
"general",0.00016155072992588,0.000534343753762937,0.000214008696060674
"taller",0.000161502004187834,0.000292785150166949,0.000219228420354837
"tramit",0.000160378355053755,0.00027772762324412,0.000208788971766511
"la_recomendaría",0.00015906451410854,0.000944641757799312,0.000193129798884023
"más_espacio",0.000158912041700537,0.000912343011519664,0.000214008696060674
