"Feature","Gain","Cover","Frequency"
"ahora",0.000158334624174636,0.000541960419261802,0.000240107317531488
"en_las",0.000158292702441499,0.000491223118391595,0.000234887593237325
"bastant",0.000158136590227799,0.000735234625095887,0.000208788971766511
"aspecto",0.000157953247345388,0.000702276672202877,0.000208788971766511
"todo_los",0.000157914259332756,0.000341435947864379,0.00028186511188479
"último",0.000157660771818129,0.000187023117976107,0.00018791007458986
"computadora",0.000156538677438725,0.000692056718743465,0.000224448144649
"en_alguno",0.00015627711340327,0.00052485995553843,0.000224448144649
"a_los_alumno",0.000155977318223822,0.00017414834889814,0.000182690350295697
"queja",0.000155178184087231,0.000267634526788714,0.000214008696060674
"la_atención",0.000154645786084558,0.000152137612654471,0.000240107317531488
"han",0.000152950018481652,0.000381168921090644,0.000177470626001535
"mala_atención",0.00015280542141391,0.000379220786201402,0.000182690350295697
"luego",0.000152237388082522,0.000513956493885209,0.000214008696060674
"hacen",0.000151113288733679,0.000259372909053881,0.000219228420354837
"la_matricula",0.000150938358324111,0.000156585386549622,0.000156591728824883
"hace",0.000150733709833675,0.000466421075780292,0.000203569247472349
"cubículo",0.000150131215052416,0.000628688996195608,0.000219228420354837
"siento_que",0.000149733363878569,0.000362368602690674,0.00018791007458986
"que_se",0.000148968686308826,0.000162360547885806,0.000250546766119814
"espacio_para",0.000148630465641049,0.000446414398926622,0.000234887593237325
"en_grupo",0.000148330842344027,0.000478374001552499,0.000172250901707372
"atención_al_alumno",0.000147961279501775,0.000165844534425039,0.000260986214708139
"correo",0.000146949347108568,0.000194534793871947,0.00018791007458986
"q",0.000146921300974938,0.000392037675252922,0.000214008696060674
"hora",0.000146491322436441,0.000204513965331548,0.000219228420354837
"de_la_universidad",0.000145526187963612,0.000279085409334615,0.000229667868943162
"medicina",0.000145518035267619,0.000257024680101923,0.000182690350295697
"que_para",0.000145453149651685,0.000574140653947445,0.000167031177413209
"es_la",0.000145305067081786,0.000320950431916801,0.00018791007458986
"saben",0.000145098153845063,0.000211478291536525,0.000182690350295697
"cluster_2",0.000144929905364818,2.9403915952253e-05,0.000271425663296465
"ind_number_text",0.000144600016111694,0.000326988878856805,0.000177470626001535
"deberían_mejorar",0.000144475031219436,0.00030354300741264,0.000260986214708139
"otro",0.000144246843626038,0.000181577782604608,0.000245327041825651
"proceso",0.000143711331230992,0.000341131641396792,0.000193129798884023
"es_una_universidad",0.000142523782851722,0.00034426867358223,0.000172250901707372
"me_parec_una",0.000142254017290039,0.000485028293460613,0.000177470626001535
"flexibilidad_de",0.000141846734068048,0.000207273024326754,0.000109614210177418
"que_los",0.000141424389648452,0.000675493742127771,0.000208788971766511
"preparado",0.000140995671906616,0.000254031683011603,0.000198349523178186
"poner",0.000140973268594913,0.000242540700351101,0.000203569247472349
"en_san",0.000140583031031268,0.000449137882778428,0.000193129798884023
"diferent",0.000140413859659587,0.000727150946968193,0.000193129798884023
"estacionamiento",0.000140379741974568,0.00028871298282854,0.000214008696060674
"en_que",0.000139985025701792,0.000500882927245905,0.000198349523178186
"los_servicio",0.000139431636557805,0.000385254128545636,0.000193129798884023
"muy_bien",0.000139306575490382,0.00073827897793274,0.000177470626001535
"que_siempr",0.000138973504459162,0.000359723153157549,0.000182690350295697
"deberían_de",0.000138796211642837,0.000811339478909626,0.000193129798884023
"ayuda",0.000138608351963712,0.000463572956978242,0.000198349523178186
"es_demasiado",0.000138597081945532,0.000182358381439021,0.000151372004530721
"recomendaria",0.000138308044066799,0.000588631475949131,0.000193129798884023
"si_la",0.000138128819526387,0.000719531151374794,0.000161811453119046
"me_parec_que",0.000137390082530551,0.000664205232887677,0.000151372004530721
"implementar",0.000136861411251395,0.00061787307613152,0.000177470626001535
"el_ambient",0.000136377484092942,0.000468161436195532,0.000177470626001535
"ya_no",0.00013617841299192,0.000347914103799639,0.000193129798884023
"recomendaría",0.000135865450251369,0.000508876729270133,0.000172250901707372
"manera",0.000135453324046696,0.0004637331724686,0.000198349523178186
"los_horario",0.000135119582088051,0.000212192895861653,0.000198349523178186
"exigent",0.000134706556430453,0.00048544268986185,0.000193129798884023
"nuestro",0.000134547551513646,0.000395193809197137,0.000177470626001535
"cluster_1",0.000134485627939752,4.87478382008106e-05,0.000240107317531488
"cantidad_de",0.000134472645933542,0.00067299669136883,0.000167031177413209
"pero_no",0.00013438825752185,0.000296499255407023,0.000219228420354837
"empresa",0.000134278047682022,0.000302488958523373,0.000177470626001535
"y_los",0.000134015521690944,0.000317060263124302,0.000193129798884023
"y_exigencia",0.000133694819358185,0.000752790338176798,0.000172250901707372
"hacer",0.000133160436894772,0.000392926624973189,0.000203569247472349
"alguno_curso",0.000133153809655312,0.000721809827119333,0.000156591728824883
"pagamo",0.000133063122143337,0.000295962068165188,0.000167031177413209
"mucho_alumno",0.00013291232949541,0.000204151316547967,0.000177470626001535
"buena_pero",0.000132910706378407,0.000233366818914346,0.000109614210177418
"administrativo",0.000132852868918557,0.000384684518538144,0.000156591728824883
"porqu_los",0.000132552660635323,0.000759080757552749,0.000177470626001535
"y_mas",0.000132517327077459,0.000485304361618455,0.000193129798884023
"demá",0.000132091673921156,0.000375798010419076,0.00018791007458986
"curso_que",0.000131537724206074,0.000414644825071108,0.000203569247472349
"con_el",0.000131533358783087,0.000272529612083367,0.000172250901707372
"de_las",0.00013141141503785,0.00030638346758016,0.000198349523178186
"gent",0.000131053810720088,0.000222304020564826,0.000193129798884023
"de_profesor",0.000130606750388871,0.000331103141614515,0.000182690350295697
"deberían_haber",0.000130502845508954,0.000484601284588914,0.000167031177413209
"laboratorio",0.00013011556803414,0.000499253333703836,0.000177470626001535
"adema",0.000129490550795405,0.000391508964596071,0.000167031177413209
"porqu_la",0.000129248230755465,0.00045971870976341,0.000182690350295697
"el_servicio_de",0.000128747896638138,0.000541992171093958,0.000167031177413209
"cosa",0.000127955489354685,0.000219281807401916,0.000198349523178186
"alumno_con",0.000127765764360593,0.000187050854478428,0.000156591728824883
"universidad_pero",0.000127224383547936,0.000513667998747211,0.000161811453119046
"es_pésimo",0.000125979359052552,0.000166216556083466,0.000125273383059907
"en_un",0.000125822135462709,0.000454766725860994,0.000167031177413209
"enseñanza_y",0.000125785901475316,0.000424935762911863,0.000177470626001535
"aumentar",0.000124690162726814,0.000667309865809281,0.000161811453119046
"necesidad",0.000124108838782133,0.000686521388540777,0.000161811453119046
"muy_alta",0.000124051485718211,0.000318196245545676,0.000125273383059907
"para_que",0.000123806901908589,0.000562708642407244,0.00018791007458986
"intranet",0.000123584551481452,0.000711669692985516,0.000172250901707372
"cual",0.000122552906322477,0.000294006050155492,0.000193129798884023
"infraestructura_y",0.000122521101237376,0.000482499482252182,0.000172250901707372
"malla",0.000122479611163514,0.00028042706951928,0.000177470626001535
"gimnasio",0.00012237977970178,0.000473661355245313,0.000167031177413209
"hasta",0.000122219557935523,0.000291483516544887,0.000182690350295697
"universidad_es",0.000121942504949607,0.000301297741684375,0.000172250901707372
"ofrec",0.000121284878880107,0.000662176927799339,0.000161811453119046
"de_lo",0.000120897381669237,0.000491514053105775,0.000146152280236558
"es_una_buena",0.000120374487983455,0.000624457219539764,0.000140932555942395
"alta",0.000120127233159992,0.000387533975725444,0.000151372004530721
"académica",0.000119863948347065,0.00042289016170104,0.000156591728824883
"horribl",0.000119755047157529,0.000151400087437423,9.39550372949301e-05
"haber_mas",0.000119538533896654,0.000537137793131356,0.000156591728824883
"y_más",0.000119080789510074,0.000642445366235189,0.000161811453119046
"la_falta",0.000118941412394427,0.00028659651030625,0.000140932555942395
"demasiada_gent",0.000118253834835537,0.00016905452853959,0.000120053658765744
"que_si",0.000118191307719941,0.000226870426957802,0.000161811453119046
"dentro",0.000117041441632826,0.000445091688087065,0.000156591728824883
"la_modalidad",0.00011702020243392,0.000381218070277208,0.000151372004530721
"espacio_de",0.000116302378451022,0.000335272912455512,0.000156591728824883
"pero_la",0.000115932313633957,0.00036618370135357,0.000146152280236558
"una_de_las",0.000115511846248584,0.000367199963665017,0.000146152280236558
"poder",0.000115423205700049,0.00030622620087213,0.000182690350295697
"de_clase",0.00011525098536851,0.000564321185290304,0.000161811453119046
"otra_universidad",0.00011500528725293,0.000262169670803742,0.000156591728824883
"alumnado",0.000114899990711323,0.000373391130580904,0.000146152280236558
"creo_que",0.000113866921662703,0.000285663176263293,0.000177470626001535
"horario_y",0.000113846452028296,0.000619915861562918,0.000156591728824883
"en_su",0.000113650652553002,0.000594125196872062,0.000140932555942395
"está",0.000112263590670781,0.000465955795409841,0.000167031177413209
"permiten",0.000111795074334416,0.000343878165477547,0.000146152280236558
"de_un",0.000111344420097921,0.000398650624322307,0.000135712831648232
"la_biblioteca",0.000110756214019954,0.000435922732458144,0.000161811453119046
"dejen",0.000110536523864006,0.00024434277829217,0.00013049310735407
"dan",0.000110037877319592,0.000398012368712949,0.000172250901707372
"y_el",0.000109817827773116,0.000390070399696331,0.000156591728824883
"recurso",0.000109810352840781,0.00042442731491676,0.000161811453119046
"universidad_y",0.000109222609673439,0.000660265222475298,0.000146152280236558
"problema_con",0.000109194669013116,0.000265938865533537,0.000125273383059907
"de_malla",0.000109163622749863,0.000125698588746828,0.000120053658765744
"parec_una",0.000108174703069688,0.000325280831532051,0.000135712831648232
"sin_embargo",0.000108005242623017,0.000457819414097812,0.000156591728824883
"en_nada",0.000107867076497191,0.000372644134390663,0.000135712831648232
"están",0.000107199117950019,0.000201498836575314,0.000167031177413209
"los_cubículo",0.000107166895854713,0.000470385227351422,0.000140932555942395
"y_con",0.000106216141886018,0.000441239529574916,0.000140932555942395
"el_wifi",0.000106032169093579,0.000405747656612559,0.000161811453119046
"est",0.000105565684094979,0.000343846223889939,0.000151372004530721
"toda_las",0.000105153492457791,0.000570895197672328,0.000156591728824883
"atención_al_alumno_y",0.000104885540451027,0.000655313238834014,0.000140932555942395
"onlin",0.000104791988557482,0.000573622194176107,0.000156591728824883
"el_uso",0.0001047767242261,0.000524822341307306,0.000140932555942395
"los_trabajo",0.000104481828672406,0.000423281439185745,0.000125273383059907
"lenta",0.000104077016260294,0.000339526672541703,0.000135712831648232
"ademá",0.000103365305822786,0.000341952017065185,0.000161811453119046
"lento",0.00010334610089146,0.000219882662385599,0.000135712831648232
"nivel_presencial",0.000103185366407738,4.98471915526268e-05,0.000114833934471581
"el_internet",0.000103162745313188,0.000445514916734195,0.000140932555942395
"dejar",0.000102708591902072,0.000652552930412307,0.000140932555942395
"con_respecto",0.000102619570477707,0.00032998177236502,0.000125273383059907
"enseñar",0.000102600833340029,0.000372106215371721,0.000156591728824883
"examen_de",0.000102147040296045,0.000210388421866294,0.000151372004530721
"lima",0.000102029955159165,0.000178353395016695,0.000125273383059907
"que_todo",0.000101718529594404,0.000569311934316779,0.000146152280236558
"buen_nivel",0.000101699903789662,0.000565213532503615,0.000120053658765744
"el_momento",0.000101518185000859,0.000678532509887157,0.00013049310735407
"na_s_ingles",0.000101516925180802,4.36404179470916e-05,0.000135712831648232
"que_hayan",0.00010146727459811,0.000598372020526012,0.000140932555942395
"algo",0.000101453650962615,0.000427183507647146,0.000146152280236558
"grand",0.000101375991357271,0.000242328019305942,0.000167031177413209
"la_enseñanza",0.000101059931803233,0.000117995092632473,0.000167031177413209
"modalidad",0.000101016962173259,0.000414047235883221,0.00013049310735407
"el_campus",0.000100818466292401,0.000178634030274929,0.000109614210177418
"la_calidad_de",0.00010067578922949,0.000142059585132205,0.000167031177413209
"debido",0.000100098797503235,0.000454525230798492,0.000125273383059907
"decir",0.000100056500753896,0.000169518634428239,0.00013049310735407
"mañana",9.9594625329456e-05,0.000169533875795119,0.00013049310735407
"para_todo",9.92379985929934e-05,0.000375455084886903,0.000114833934471581
"y_es",9.91743239668813e-05,0.000367753113866717,0.00013049310735407
"precio",9.85489258523157e-05,0.000317056594315777,0.000156591728824883
"de_alguno",9.82644506707176e-05,0.000199513044716448,0.000114833934471581
"comedor",9.77348223189596e-05,0.000287359074190524,0.000140932555942395
"sería",9.76876093415859e-05,0.000627889913091035,0.000120053658765744
"de_carrera",9.72941646081229e-05,0.000252024118194265,0.000146152280236558
"otra",9.71423836362446e-05,0.000190571682299968,0.000146152280236558
"práctica",9.60289732257878e-05,0.000350297491999789,0.000146152280236558
"mis",9.57450937730536e-05,0.00033849322308659,0.000146152280236558
"hay_mucho",9.54981104456954e-05,0.000194691128863294,0.000135712831648232
"wasc",9.53637101075735e-05,0.000322229177375408,0.000120053658765744
"enseñanza_de",9.50616462754189e-05,0.000321123830971901,0.000151372004530721
"comunicación",9.50282366288039e-05,0.000250963165862352,0.000140932555942395
"falla",9.48139402605864e-05,0.000238285502040439,0.000120053658765744
"contenido",9.46952339599127e-05,0.000514513719651043,0.000135712831648232
"de_enseñanza",9.39794022505927e-05,6.04207467256618e-05,0.000156591728824883
"incremento",9.39007367424128e-05,0.000346963980838335,0.000120053658765744
"atencion_al_alumno",9.30799034261037e-05,0.000142946809122377,0.000156591728824883
"método_de_enseñanza",9.29752963674112e-05,0.000221614684267299,0.000104394485883256
"un_buen",9.26707041057014e-05,0.000334686255793025,0.000125273383059907
"toda",9.23291356370305e-05,0.000226031168184622,0.000146152280236558
"reserva",9.22051654370509e-05,0.000602619152314964,0.00013049310735407
"muy_bueno",9.2120842457873e-05,0.000387436760177009,0.000146152280236558
"equipo",9.20858341093724e-05,0.000289478976499102,0.00013049310735407
"más_de",9.20717934636728e-05,0.000416606054566342,0.000140932555942395
"usted",9.11644564099019e-05,0.000120961928800038,0.000109614210177418
"momento",9.10246945120045e-05,0.000269971255080484,0.000125273383059907
"internet",9.05348881932887e-05,0.000121095789956349,0.000135712831648232
"ejemplo",9.04093583556112e-05,0.000320755151620758,0.000140932555942395
"cafetería",9.01875977977101e-05,0.00047186698503147,0.00013049310735407
"evaluacion",8.95283505644167e-05,0.000355032419252981,0.000120053658765744
"ir",8.88523194028357e-05,0.000366963104902717,0.000125273383059907
"alto",8.88450007272515e-05,0.000476583449949535,0.000125273383059907
"respecto_a",8.84549243033815e-05,0.000166264356352483,0.000104394485883256
"debe_mejorar",8.81239754341637e-05,0.000260207040948083,0.00013049310735407
"entr",8.78616935942588e-05,0.000309892964738025,0.000140932555942395
"que_es",8.75542877344228e-05,0.000199337641130007,0.000151372004530721
"person",8.73529343082277e-05,0.000175336411270343,0.000125273383059907
"sean",8.7178896515351e-05,0.000406510326167988,0.000125273383059907
"X4",8.69694216445125e-05,0.000193043831311558,0.000120053658765744
"puesto",8.68089654931288e-05,0.000588824749102518,0.000114833934471581
"único",8.66504039548533e-05,0.000252607089596952,0.000114833934471581
"de_las_clase",8.65067844684108e-05,0.000215597424568134,9.91747615890929e-05
"profesor_son",8.59867073105697e-05,0.000196187538449705,0.000114833934471581
"X10",8.57855814332685e-05,0.000157163517621473,9.91747615890929e-05
"de_ser",8.57504431963435e-05,0.000340783523876888,0.000104394485883256
"y_me",8.57499880985556e-05,0.000263658364045593,0.00013049310735407
"mucha_cosa",8.496927663293e-05,0.000108656646040342,8.87353130007673e-05
"encanta",8.48581292525953e-05,0.000311621287868138,0.000114833934471581
"gusta",8.47167032202978e-05,0.000256648431597261,0.000109614210177418
"alumno_y",8.44844470917397e-05,0.000171448197394228,0.000140932555942395
"X1",8.41176675728682e-05,0.000141637198981878,0.000104394485883256
"buena_universidad_y",8.38472847970185e-05,0.000460460277293867,9.39550372949301e-05
"de_los_horario",8.33853507762972e-05,0.000445490333828231,0.000109614210177418
"negocio",8.3375086660953e-05,0.000414565718808205,0.000114833934471581
"area",8.31482116242643e-05,0.000311488251886916,0.000114833934471581
"abren",8.30379236560612e-05,0.000158072213833838,0.000104394485883256
"alumno_no",8.30078246993622e-05,0.00012663916718294,9.39550372949301e-05
"atencion_al",8.271523002633e-05,0.000134491706543669,0.000120053658765744
"lugar_para",8.26535711123083e-05,0.000364946270357419,0.000114833934471581
"buena_enseñanza",8.26034390635014e-05,0.000310628047419402,0.000125273383059907
"mayoría",8.2395484766173e-05,0.000478081866504513,0.000114833934471581
"académico",8.20909491475355e-05,0.000308253220846015,0.00013049310735407
"la_cantidad",8.19298582031e-05,0.000422529598486566,0.000114833934471581
"taller_de",8.18229492871415e-05,0.000267163304374232,0.000104394485883256
"baja",8.11322260845293e-05,0.000199078503858926,0.000125273383059907
"capacitado",8.10407768208922e-05,0.000417862575309229,0.000125273383059907
"costo",8.0838348152928e-05,0.000331077316593729,0.000135712831648232
"nuevo",8.08352894270233e-05,0.000280707380974632,0.000104394485883256
"grupo",8.05952302269524e-05,0.000303976806657108,9.39550372949301e-05
"es_deficient",8.03586379735488e-05,0.000351928906149681,9.91747615890929e-05
"todo_bien",8.03382161927722e-05,0.000128226354646437,0.000135712831648232
"fecha",8.00067184717159e-05,0.000147526369137032,0.000114833934471581
"alumno_es_pésimo",7.94553958232639e-05,0.000128169989878212,6.26366915299534e-05
"es_posibl",7.93507623962447e-05,0.000269685289260812,8.87353130007673e-05
"administrativa",7.92457480933944e-05,0.000237187427448878,9.39550372949301e-05
"la_atencion_al_alumno",7.9027394909274e-05,0.000123961672654189,0.000104394485883256
"como_en",7.89877584311239e-05,0.000449748451413379,9.91747615890929e-05
"no_se_pued",7.88304567129049e-05,0.000225356888721149,9.91747615890929e-05
"clase_blend",7.80485459767138e-05,0.00048168400427648,0.000120053658765744
"ha",7.79874613062528e-05,0.000209336842931491,0.000114833934471581
"y_en",7.7946043501139e-05,0.000313318982030931,9.91747615890929e-05
"bueno_profesor_y",7.78738899930652e-05,0.000334510306964309,0.000109614210177418
"a_la_universidad",7.77226647092583e-05,0.000488792289674394,9.91747615890929e-05
"en_atención",7.75568274660052e-05,0.000144665257309087,0.000109614210177418
"es_muy_buena",7.74383057436188e-05,0.000152406917684249,0.000125273383059907
"información",7.7155933191929e-05,0.000140577185939457,0.000135712831648232
"los_salon",7.7075068369976e-05,0.000140205786557054,0.000114833934471581
"client",7.69101608543925e-05,0.000118235662593621,0.000104394485883256
"tus",7.68855875270577e-05,0.000382011147099436,0.000109614210177418
"deberian_ser",7.67489800623251e-05,0.000302892702419069,8.87353130007673e-05
"por_ejemplo",7.67116346987894e-05,0.000256178075703666,9.91747615890929e-05
"el_que",7.62591151473276e-05,0.000242230131605394,0.000104394485883256
"insuficient",7.62008509112256e-05,0.00031766411989998,8.87353130007673e-05
"descuento",7.61018036630616e-05,0.000318859675001258,9.91747615890929e-05
"porqu_es",7.58500203236277e-05,0.000301852439524585,0.000140932555942395
"desd",7.57425791581104e-05,0.000156899217174155,0.000104394485883256
"constant",7.5346683146863e-05,0.000445768492690762,9.39550372949301e-05
"web",7.52379948571503e-05,0.000277334880116152,0.000120053658765744
"de_alumno",7.50535298559454e-05,0.000207523696937848,0.000120053658765744
"mejora",7.50114342871733e-05,0.000394766042957457,9.91747615890929e-05
"cada_carrera",7.48372177756374e-05,0.00023270044563793,9.91747615890929e-05
"servicio_de",7.47797836535262e-05,0.000258741809401192,9.91747615890929e-05
"apoyo",7.47787191544087e-05,0.000335400962481645,0.000114833934471581
"y_servicio",7.47670291962099e-05,0.000596420189844672,0.000114833934471581
"llevar",7.45601550236741e-05,0.000316607437936194,0.000104394485883256
"person_de",7.44537734742509e-05,0.000141160482798859,0.000109614210177418
"dejan",7.44448473073389e-05,0.000319950925534105,9.91747615890929e-05
"la_atencion",7.43606083161648e-05,0.000141503978467829,0.000114833934471581
"mucho_que",7.42489599376216e-05,0.000237809619910975,8.35155887066045e-05
"hagan",7.41479204158799e-05,0.000292679794109587,0.000104394485883256
"muy_cara",7.39540428986248e-05,0.000235727855401892,0.000114833934471581
"hay_espacio",7.33393503247255e-05,0.000220493318934774,8.35155887066045e-05
"X11",7.276870066936e-05,0.000295277640266737,9.39550372949301e-05
"año",7.26948644713966e-05,0.000160069843473474,0.000120053658765744
"profesor_de",7.24652891227263e-05,0.000208995245687488,9.39550372949301e-05
"pagar",7.2167834864732e-05,0.000332054188719692,9.91747615890929e-05
"realizar",7.21557152004674e-05,0.000224254500935918,9.91747615890929e-05
"sea",7.19376706234306e-05,0.000248228431166022,0.000109614210177418
"la_metodología_de",7.17971450206618e-05,0.000363576339569764,9.91747615890929e-05
"la_falta_de",7.12089848431155e-05,0.000183330398523747,8.87353130007673e-05
"sala",7.10800241931445e-05,0.000360945510781327,9.39550372949301e-05
"alguno_profesor_no",7.10677306932442e-05,5.10659570534558e-05,0.000109614210177418
"libr",7.06463921764834e-05,0.000154685354928815,0.000125273383059907
"no_me_gusta",7.05904952301621e-05,0.000116106790945186,8.35155887066045e-05
"acreditada",7.02154946529683e-05,0.000295262705293983,9.91747615890929e-05
"dicen",7.00583589575474e-05,8.95643909651748e-05,8.35155887066045e-05
"de_pago",6.99420551044233e-05,0.000373508486059348,9.91747615890929e-05
"para_epe",6.99132950727611e-05,0.000335694196718556,9.39550372949301e-05
"en_atención_al_alumno",6.98999048457884e-05,0.000196829299399357,0.000104394485883256
"el_proceso",6.93323705593998e-05,0.000224586313587969,9.39550372949301e-05
"calidad_de_enseñanza",6.92382844630863e-05,0.000355212149002617,8.87353130007673e-05
"mejor_profesor",6.89825409916142e-05,0.000223906893666686,8.35155887066045e-05
"la_atención_al",6.89566013943111e-05,0.000218121225362172,0.000125273383059907
"es_un",6.86178963306059e-05,0.000173216442460312,0.000104394485883256
"completa",6.82271079619132e-05,0.000275728765416668,9.91747615890929e-05
"X2",6.8156255291293e-05,0.000151965050351283,8.35155887066045e-05
"ver",6.79816286057852e-05,0.000166130611747801,9.91747615890929e-05
"aun",6.79616277416322e-05,0.000283171591418876,0.000104394485883256
"el_alumno",6.78646880064e-05,0.00011045655067217,8.87353130007673e-05
"y_la_calidad_de",6.76710390146436e-05,0.000374706415192838,9.91747615890929e-05
"así",6.76692772197738e-05,0.000212647902628162,0.000104394485883256
"la_infraestructura",6.76005281556666e-05,8.98934234387091e-05,0.000114833934471581
"es_buena_pero",6.7544724963396e-05,0.000181818966746709,8.35155887066045e-05
"no_solo",6.69448552955569e-05,2.18069662190298e-05,8.87353130007673e-05
"dia",6.68608965899302e-05,0.000315254887181235,8.87353130007673e-05
"los_cambio",6.67901025155918e-05,0.00033310778698328,9.39550372949301e-05
"a_clase",6.61277496793685e-05,0.000178524375995428,9.39550372949301e-05
"silla",6.61107958218638e-05,0.000350657596841688,0.000104394485883256
"metodología_de",6.60730676292877e-05,0.000259705015913927,9.39550372949301e-05
"plan",6.55296964962621e-05,0.000275230724376585,9.39550372949301e-05
"tenemo",6.5446978078598e-05,0.000119819977002883,9.91747615890929e-05
"no_dan",6.54233247128858e-05,8.73230213167586e-05,7.82958644124417e-05
"sede_de",6.5214331308162e-05,0.000214032270236985,7.82958644124417e-05
"solo_se",6.50525762725339e-05,0.000103987084927345,8.87353130007673e-05
"meno",6.49441340872043e-05,0.000130563338846937,0.000104394485883256
"el_sistema_de",6.48374009600909e-05,0.000128590126991204,0.000104394485883256
"de_mi",6.47107402141767e-05,0.000234728494469362,0.000104394485883256
"centro_de",6.42575419224518e-05,0.000185753083859575,8.87353130007673e-05
"de_los_profesor",6.39208379217666e-05,5.64137629095848e-05,8.87353130007673e-05
"suben_la_pensión",6.38024490176188e-05,0.000160419919304469,8.87353130007673e-05
"noch",6.36054824997135e-05,0.000361211131856963,8.87353130007673e-05
"mas_espacio",6.34053009991524e-05,0.000251196442076519,9.39550372949301e-05
"es_que",6.33234292977589e-05,5.59075454985342e-05,8.35155887066045e-05
"sala_de",6.30475580035234e-05,0.000300110769970807,8.35155887066045e-05
"curso_de",6.28213685433306e-05,7.48135941571018e-05,0.000109614210177418
"programa",6.27021231568652e-05,0.000101350606997215,8.87353130007673e-05
"que_te",6.26800167329898e-05,0.000176387680155182,7.82958644124417e-05
"no_nos",6.2656916125535e-05,3.95816382911015e-05,7.30761401182789e-05
"al_momento",6.26479215962943e-05,0.000291081593605188,8.87353130007673e-05
"profesor_que",6.25824890817312e-05,0.00010814611517449,9.91747615890929e-05
"muy_pequeño",6.24471013962627e-05,0.000265523850947335,8.35155887066045e-05
"universidad_se",6.2367177044631e-05,0.00023326523794597,7.30761401182789e-05
"actividad",6.23250502245087e-05,0.000231169753595381,9.39550372949301e-05
"ciclo_y",6.22328450688377e-05,0.000115189923062218,8.35155887066045e-05
"tard",6.19382327305057e-05,0.000164585279897975,8.35155887066045e-05
"exist",6.15375220581121e-05,0.000188732048621199,8.35155887066045e-05
"ant_de",6.12432905956112e-05,0.000248193415191902,7.82958644124417e-05
"a_los_profesor",6.10664372513989e-05,0.000218378420425262,7.82958644124417e-05
"la_curricula",6.09514811127539e-05,0.00011509514282482,8.35155887066045e-05
"malla_curricular",6.08590943086096e-05,0.000214939032336431,8.87353130007673e-05
"san",6.06468097460637e-05,4.85973085947523e-05,8.35155887066045e-05
"inglé",6.06142985757681e-05,0.000303817596609519,7.30761401182789e-05
"la_pension",6.04610224221018e-05,5.18020919201141e-05,9.39550372949301e-05
"la_universidad_es",6.04398574451524e-05,0.000141400365723407,9.91747615890929e-05
"demasiado_alumno",6.03449900650829e-05,0.000215237032829917,6.78564158241162e-05
"embargo",6.0262930855588e-05,0.000212970478019584,8.87353130007673e-05
"suban",6.00349180744296e-05,0.000138527817386544,8.35155887066045e-05
"usuario",5.95485103400522e-05,0.000126451231989712,9.91747615890929e-05
"del_curso",5.94474610522636e-05,0.000390444127500002,7.30761401182789e-05
"sólo",5.9290724788163e-05,0.000236403101660693,0.000104394485883256
"hora_de",5.92016105863516e-05,0.00017867208059542,8.35155887066045e-05
"alumno_que",5.90508716516828e-05,0.000331875387988381,8.35155887066045e-05
"considero",5.90323259285253e-05,0.000117122268992124,6.78564158241162e-05
"pequeño",5.88328739516713e-05,0.000272184262381761,8.35155887066045e-05
"instalacion",5.87999057303785e-05,0.000219128941279518,0.000104394485883256
"dond",5.86528515252238e-05,0.000140750641311886,9.91747615890929e-05
"buena_y",5.84282861586387e-05,0.000236601086581245,6.78564158241162e-05
"calidad_educativa",5.82437518185004e-05,8.02173589833275e-05,0.000109614210177418
"mejorar_el",5.81699742168188e-05,9.92485939274776e-05,9.39550372949301e-05
"excesivo",5.80989262252597e-05,0.000102631377964716,8.35155887066045e-05
"les",5.77461277792013e-05,6.08721652861918e-05,8.87353130007673e-05
"aula_virtual",5.7472859136478e-05,9.43588727061207e-05,0.000109614210177418
"de_tiempo",5.68307073683701e-05,0.000113729373600561,8.35155887066045e-05
"universidad_de",5.68042218490425e-05,0.000234579311865888,7.82958644124417e-05
"caso",5.67791367808475e-05,0.000117762459236663,8.35155887066045e-05
"puedo",5.67268259269661e-05,0.000334502705430502,7.30761401182789e-05
"qué",5.67199701620074e-05,0.000178200721086975,8.35155887066045e-05
"prestigio",5.66944065575118e-05,0.000165124050466273,9.39550372949301e-05
"el_estacionamiento",5.65500116469415e-05,0.000382500511614957,7.82958644124417e-05
"porqu_no",5.65477771753995e-05,9.09000900432181e-05,6.26366915299534e-05
"me_gusta_la",5.65230612637791e-05,0.000379556299345915,8.35155887066045e-05
"matemática",5.64678401279067e-05,6.86732382677369e-05,6.78564158241162e-05
"pregrado",5.64142440622467e-05,0.00035831297593469,8.35155887066045e-05
"beneficio",5.63469804138805e-05,0.000257116941292162,8.35155887066045e-05
"flexibl",5.61557367994878e-05,0.000117732102107086,6.26366915299534e-05
"en_la_universidad",5.61367506276129e-05,0.000161088846706689,0.000114833934471581
"haya",5.57010003553684e-05,0.000234124342702295,7.82958644124417e-05
"conoc",5.55952819205331e-05,0.000258138993756235,8.87353130007673e-05
"de_todo",5.54001670451295e-05,0.000258360091935473,7.82958644124417e-05
"problema_en",5.53979696845658e-05,0.000208062438694653,6.78564158241162e-05
"maestría",5.52936780691898e-05,8.85376485819267e-05,7.30761401182789e-05
"suficient",5.51940448582089e-05,8.49843274892633e-05,6.78564158241162e-05
